CustomerID,City,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Paperless Billing,Monthly Charges,Total Charges,Churn Value,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_Yes,Online Backup_Yes,Device Protection_Yes,Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Payment Risk Category,Tenure Group
9249-FXSCK,Acampo,0,0,0,0,52,1,1,111.25,5916.45,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,Low Risk,Long term
5493-SDRDQ,Angels Camp,1,0,0,0,2,1,1,55.1,113.35,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Medium Risk,New
0871-URUWO,Sheep Ranch,1,0,1,0,13,1,1,102.25,1359.0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,Low Risk,Medium
9190-MFJLN,Vallecito,1,1,0,0,19,1,1,95.9,1777.9,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,Low Risk,Medium
1095-JUDTC,Woodbridge,0,1,0,0,47,1,1,95.05,4504.55,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,High Risk,Long term
0870-VEMYL,Columbia,0,0,0,0,5,1,0,53.85,259.8,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,Low Risk,New
5385-SUIRI,Delhi,1,1,1,0,52,1,1,104.2,5568.35,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,High Risk,Long term
3982-XWFZQ,Denair,0,0,1,0,42,1,1,50.25,2203.65,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,Long term
4009-ALQFH,Groveland,0,0,0,0,25,1,1,99.5,2369.05,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,High Risk,Long term
3627-FCRDW,Hughson,0,0,0,0,9,1,0,71.0,672.55,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
7562-GSUHK,Jamestown,0,0,0,0,16,1,1,93.2,1573.7,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,Low Risk,Medium
4903-UYAVB,Lathrop,1,0,1,0,5,1,0,19.35,126.05,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
6776-TLWOI,Livingston,1,0,0,0,3,1,0,19.85,64.55,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
4077-CROMM,Modesto,0,0,1,0,31,1,1,104.2,3243.45,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,High Risk,Long term
2868-MZAGQ,Modesto,1,0,0,0,1,1,1,79.25,79.25,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,High Risk,New
4847-QNOKA,Modesto,0,0,0,0,1,1,1,44.9,44.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk,New
6379-RXJRQ,Modesto,1,0,1,0,10,1,1,70.1,659.65,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
8650-RHRKE,Oakdale,1,0,0,0,4,0,1,29.65,118.5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,High Risk,New
0475-RIJEP,Pinecrest,1,0,0,0,43,1,1,77.85,3365.85,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,High Risk,Long term
1260-TTRXI,Planada,1,0,0,0,4,1,0,54.3,195.3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,High Risk,New
6328-ZPBGN,Riverbank,0,1,0,0,11,1,1,95.15,997.65,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,Low Risk,New
4789-KWMXN,Tuolumne,1,0,1,0,47,1,1,110.85,5275.8,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,Low Risk,Long term
2867-UIMSS,Vernalis,1,0,0,0,1,1,0,80.5,80.5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,High Risk,New
8111-RKSPX,Santa Rosa,1,0,0,0,4,1,1,72.2,305.55,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk,New
1585-MQSSU,Santa Rosa,1,0,0,0,17,1,0,51.5,900.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Medium Risk,Medium
2856-NNASM,Santa Rosa,1,1,0,0,43,1,1,89.55,3856.75,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,Medium Risk,Long term
8559-CIZFV,Annapolis,1,0,1,0,21,1,0,77.5,1625.0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,Medium Risk,Medium
7547-EKNFS,Caspar,1,0,1,0,42,1,1,95.25,3959.35,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,Low Risk,Long term
6769-DYBQN,Clearlake,1,1,0,0,46,1,0,85.0,3969.4,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,High Risk,Long term
4439-JMPMT,Comptche,0,0,1,0,5,1,1,85.75,470.95,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,High Risk,New
2446-BEGGB,Eldridge,0,1,0,0,6,1,1,98.25,560.6,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,High Risk,New
1496-GGSUK,Fulton,0,1,0,0,1,0,1,25.7,25.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
2575-GFSOE,Graton,0,0,1,0,7,1,1,69.0,506.9,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
2842-JTCCU,Hopland,1,0,0,0,2,1,0,46.05,80.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk,New
3296-SILRA,Lakeport,0,1,1,0,1,1,1,76.4,76.4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Medium Risk,New
9681-OXGVC,Laytonville,0,0,0,0,5,1,1,100.5,514.0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,High Risk,New
5180-UCIIQ,Lucerne,1,1,1,1,22,0,0,40.05,880.2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,Medium Risk,Medium
7153-OANIO,Mendocino,1,0,0,0,1,1,0,69.95,69.95,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
6521-YYTYI,Navarro,1,0,0,0,1,1,1,93.3,93.3,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,High Risk,New
8878-HMWBV,Nice,1,0,0,0,3,1,1,49.15,169.05,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,High Risk,New
3751-KTZEL,Yorkville,0,0,0,0,1,0,0,35.05,35.05,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Medium Risk,New
1977-STDKI,The Sea Ranch,0,1,0,0,1,1,1,73.0,73.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,High Risk,New
5813-UECBU,Bridgeville,1,1,0,0,33,1,1,83.85,2716.3,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,Low Risk,Long term
0328-GRPMV,Burnt Ranch,0,0,0,0,1,1,1,70.1,70.1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
4342-HENTK,Garberville,0,1,0,0,2,1,1,70.65,142.35,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
4195-SMMNX,Hydesville,1,0,0,0,2,1,0,20.35,33.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
6956-SMUCM,Miranda,0,0,0,0,3,1,1,99.0,287.4,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,Low Risk,New
3223-WZWJM,Petrolia,1,0,0,0,26,1,1,83.95,2254.2,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,High Risk,Long term
9053-JZFKV,Redway,1,0,0,0,67,1,0,116.2,7752.3,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,Low Risk,Long term
2530-ENDWQ,Rio Dell,0,0,1,0,71,1,1,93.7,6585.35,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,Low Risk,Long term
6615-ZGEDR,Smith River,1,0,0,0,1,1,0,19.7,19.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
9250-WYPLL,Whitethorn,0,0,0,0,5,1,0,75.55,413.65,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
2754-XBHTB,Amador City,0,0,0,0,9,1,1,77.65,714.15,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Low Risk,New
1597-LHYNC,Auburn,0,1,0,0,26,1,1,95.0,2497.2,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,High Risk,Long term
7055-VKGDA,Clarksburg,1,0,0,0,54,1,1,105.4,5643.4,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,Low Risk,Long term
0754-UKWQP,Cool,1,0,0,0,2,1,1,95.85,197.7,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,High Risk,New
7493-TPUWZ,Diamond Springs,1,0,0,0,1,1,1,79.15,79.15,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,High Risk,New
1577-HKTFG,Elk Grove,0,0,1,0,30,1,0,19.65,655.85,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low Risk,Long term
8752-STIVR,Elmira,0,0,0,0,4,1,1,79.0,303.15,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,High Risk,New
4558-FANTW,Fair Oaks,0,0,1,0,17,1,0,91.85,1574.45,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,High Risk,Medium
8651-ENBZX,Grizzly Flats,0,1,0,0,60,1,1,106.0,6441.4,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,High Risk,Long term
7623-TRNQN,Jackson,1,0,0,1,1,1,1,49.9,49.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Medium Risk,New
9330-IJWIO,Kirkwood,0,0,0,0,13,1,1,100.35,1358.85,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,High Risk,Medium
9286-DOJGF,Lotus,0,1,1,0,38,1,1,74.95,2869.85,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk,Long term
9661-MHUMO,Mather,1,1,1,1,1,1,1,49.25,49.25,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Low Risk,New
1842-EZJMK,Orangevale,1,0,1,0,50,1,0,103.7,5071.05,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,High Risk,Long term
8079-XRJRS,Pleasant Grove,1,0,1,0,65,1,0,89.75,5769.6,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,High Risk,Long term
8073-IJDCM,Rescue,0,0,0,0,1,1,1,20.3,20.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
8884-ADFVN,Roseville,1,1,1,0,7,1,1,101.95,700.85,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,High Risk,New
2720-WGKHP,Sloughhouse,1,1,0,0,2,1,1,94.0,181.7,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,High Risk,New
2869-ADAWR,Sutter Creek,0,0,0,0,45,1,1,89.3,4016.85,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,Low Risk,Long term
9894-EZEWG,Walnut Grove,0,0,0,0,1,1,1,74.3,74.3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,Low Risk,New
7851-FLGGQ,Wheatland,1,0,0,0,1,0,1,44.65,44.65,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,Medium Risk,New
0637-UBJRP,Wilton,1,0,1,0,13,1,0,84.05,1095.3,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,High Risk,Medium
0940-OUQEC,Winters,1,0,0,0,10,1,1,80.7,788.8,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Low Risk,New
0702-PGIBZ,Dutch Flat,1,0,0,0,4,1,1,101.7,364.55,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,High Risk,New
1963-VAUKV,Kyburz,0,0,0,0,1,1,0,20.4,20.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
3058-HJCUY,Rancho Cordova,1,0,1,0,41,1,1,102.6,4213.35,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,High Risk,Long term
3259-FDWOY,Elk Grove,1,0,1,0,71,1,1,106.0,7723.7,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,Low Risk,Long term
0807-ZABDG,Woodland,0,0,0,1,3,1,1,55.1,154.65,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Medium Risk,New
5748-RNCJT,Sacramento,1,0,0,0,69,1,1,106.5,7348.8,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,Low Risk,Long term
7739-LAXOG,Sacramento,0,0,1,0,32,1,1,91.05,2954.5,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,Low Risk,Long term
9776-CLUJA,Sacramento,0,1,1,0,51,1,1,77.5,3807.35,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,High Risk,Long term
6034-ZRYCV,Sacramento,0,0,1,0,72,0,1,54.2,3937.45,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,High Risk,Long term
2079-FBMZK,Antelope,0,0,0,0,6,1,1,69.25,418.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
6608-QQLVK,Bangor,1,0,0,0,1,1,1,50.5,50.5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,High Risk,New
3551-HUAZH,Brownsville,1,1,0,0,1,1,1,74.4,74.4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
6302-JGYRJ,Chico,1,0,0,0,31,1,1,79.45,2587.7,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,Medium Risk,Long term
3685-YLCMQ,Dobbins,1,0,0,0,58,1,1,104.65,6219.6,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,High Risk,Long term
8634-MPHTR,Forbestown,1,1,1,0,47,1,1,100.05,4871.05,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,High Risk,Long term
8761-NSOBC,Gridley,1,0,0,0,44,1,0,100.55,4398.15,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,High Risk,Long term
8413-VONUO,Grimes,1,0,0,0,2,1,0,95.65,167.3,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,High Risk,New
9223-UCPVT,Orland,0,0,0,0,1,1,0,94.4,94.4,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,High Risk,New
4351-QLCSU,Quincy,0,0,0,0,1,1,1,55.0,55.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Low Risk,New
5419-JPRRN,Rough And Ready,1,0,0,0,1,1,1,101.45,101.45,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,High Risk,New
2100-BDNSN,Strawberry Valley,0,0,1,0,5,1,0,67.95,350.3,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,Low Risk,New
0488-GSLFR,Taylorsville,0,0,0,0,1,1,1,69.5,69.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
9318-NKNFC,Twain,1,0,0,0,1,1,1,18.85,18.85,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
9728-FTTVZ,Williams,0,0,0,0,1,1,1,69.2,69.2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
7254-IQWOZ,Redding,1,0,0,0,1,1,1,69.65,69.65,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
2474-BRUCM,Redding,1,1,1,0,40,1,0,101.85,4086.3,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,High Risk,Long term
0742-NXBGR,Adin,0,0,0,0,1,1,1,82.3,82.3,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,High Risk,New
6110-OHIHY,Burney,1,0,0,0,3,1,0,79.25,267.6,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,High Risk,New
5889-LFOLL,Canby,0,0,0,0,13,1,1,84.6,1115.2,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,High Risk,Medium
5708-EVONK,Cassel,0,0,1,0,58,1,1,93.4,5435.6,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,Low Risk,Long term
8708-XPXHZ,Castella,0,0,1,0,42,1,1,94.2,4186.3,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,High Risk,Long term
0616-ATFGB,Shasta Lake,1,1,1,0,1,0,0,25.05,25.05,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
7016-BPGEU,Dunsmuir,0,0,0,0,29,0,1,25.1,712.85,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low Risk,Long term
6876-ADESB,Etna,1,0,0,1,1,1,0,48.95,48.95,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,High Risk,New
1963-SVUCV,Flournoy,1,0,0,0,1,1,0,45.3,45.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
0220-EBGCE,Fort Jones,1,0,0,0,2,1,1,85.85,167.3,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,High Risk,New
2754-VDLTR,Greenview,1,0,0,0,10,1,0,95.2,930.4,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,High Risk,New
3190-XFANI,Happy Camp,1,0,0,0,49,1,1,100.6,5069.65,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,Low Risk,Long term
7551-DACSP,Hat Creek,1,0,1,1,6,1,1,55.3,324.25,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,Medium Risk,New
7235-NXZCP,Hornbrook,1,1,0,0,2,1,1,74.85,156.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
0520-FDVVT,Lewiston,1,0,0,0,35,1,1,102.35,3626.1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,Low Risk,Long term
1444-VVSGW,Los Molinos,1,0,1,0,70,1,0,115.65,7968.85,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,Low Risk,Long term
5712-PTIWW,Mcarthur,1,0,0,0,2,1,1,79.85,152.45,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,High Risk,New
3315-TOTBP,Mill Creek,1,0,0,0,15,1,1,76.0,1130.85,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,Medium
6661-HBGWL,Mineral,0,1,0,0,42,1,1,104.75,4323.45,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,Low Risk,Long term
1518-VOWAV,Montague,0,0,0,0,9,1,1,74.65,703.55,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,High Risk,New
5909-ECHUI,Oak Run,0,0,0,0,1,1,1,56.25,56.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,High Risk,New
1309-BXVOQ,Old Station,1,0,1,0,21,1,1,106.1,2249.95,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,High Risk,Medium
9317-WZPGV,Paskenta,0,1,0,0,2,1,1,79.75,159.4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Low Risk,New
2856-HYAPG,Platina,0,0,0,0,1,1,0,68.65,68.65,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
4488-PSYCG,Seiad Valley,1,0,0,0,16,1,0,20.25,327.45,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low Risk,Medium
3621-CEOVK,Trinity Center,0,1,1,0,14,1,1,100.2,1369.8,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,High Risk,Medium
6906-ANDWJ,Vina,1,0,1,0,15,1,1,74.9,1107.25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk,Medium
1031-IIDEO,Sierra City,0,0,0,0,1,1,1,70.85,70.85,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
5832-XKAES,Sierraville,1,0,0,0,2,1,1,69.8,134.7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Low Risk,New
4701-AHWMW,Susanville,1,0,1,0,55,0,1,54.55,2978.3,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,Low Risk,Long term
9210-IAHGH,Wendel,0,0,0,0,7,1,1,70.75,450.8,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,Low Risk,New
0023-XUOPT,Carnelian Bay,0,0,1,0,13,1,0,94.1,1215.6,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,High Risk,Medium
4592-IWTJI,Homewood,0,0,1,1,3,0,0,29.7,91.7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Low Risk,New
7632-MNYOY,Tahoe Vista,1,1,0,0,66,1,0,110.9,7432.05,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,Low Risk,Long term
6518-LGAOV,South Lake Tahoe,0,0,1,0,38,1,1,105.0,4026.4,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,High Risk,Long term
7242-QZLXF,Truckee,1,0,0,1,1,0,1,25.3,25.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
4576-CSAJH,Los Angeles,1,0,0,0,22,1,1,55.15,1193.05,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,Low Risk,Medium
1000-AJSLD,Los Angeles,1,0,0,0,1,1,1,20.1,20.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
1062-LHZOD,Los Angeles,1,0,1,0,1,1,1,69.9,69.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
9600-NAXZN,Los Angeles,1,0,0,0,43,1,1,101.4,4528.0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,High Risk,Long term
6457-USBER,Los Angeles,1,0,0,0,1,1,1,80.8,80.8,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,High Risk,New
4662-EKDPQ,Los Angeles,1,0,0,0,2,1,0,62.05,118.3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Low Risk,New
9248-OJYKK,Los Angeles,1,1,0,0,1,1,1,76.45,76.45,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
3398-FSHON,Los Angeles,0,1,0,0,12,1,1,91.3,1094.5,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,High Risk,New
3319-DWOEP,Los Angeles,1,1,1,0,6,1,1,95.75,573.75,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,High Risk,New
9259-PACGQ,Los Angeles,0,0,1,0,34,1,0,62.65,2274.9,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,High Risk,Long term
4415-IJZTP,Los Angeles,0,0,0,0,1,1,1,74.5,74.5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
1465-VINDH,Los Angeles,0,0,1,0,10,1,1,102.1,1068.85,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,Low Risk,New
2810-FTLEM,Los Angeles,0,0,0,0,16,1,1,50.15,762.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,High Risk,Medium
1925-TIBLE,Los Angeles,0,0,1,0,7,1,1,86.5,582.5,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,High Risk,New
0818-OCPZO,Los Angeles,1,1,0,0,27,1,1,81.45,2122.05,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,High Risk,Long term
1447-GIQMR,Los Angeles,1,0,1,0,1,1,1,69.15,69.15,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
0872-NXJYS,West Hollywood,0,0,0,0,9,1,1,79.55,723.4,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,High Risk,New
9412-ARGBX,Downey,0,0,0,0,48,1,1,95.5,4627.85,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,Medium Risk,Long term
1389-CXMLU,Downey,1,1,0,0,3,1,0,91.05,289.1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,High Risk,New
5561-NWEVX,Hermosa Beach,0,1,1,0,2,1,0,79.2,172.85,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,High Risk,New
2737-WFVYW,Marina Del Rey,0,0,0,0,2,0,1,45.25,85.5,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,High Risk,New
2272-QAGFO,Inglewood,0,1,0,0,14,1,1,74.3,1096.25,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,Medium
9850-OWRHQ,Torrance,0,0,1,0,3,1,1,74.1,228.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Low Risk,New
3768-NLUBH,Torrance,1,1,1,0,57,1,0,100.6,5746.15,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,High Risk,Long term
8676-TRMJS,Torrance,1,0,0,0,3,1,0,75.0,209.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
7359-SSBJK,Whittier,0,1,0,0,64,1,1,70.2,4481.0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,Low Risk,Long term
0685-MLYYM,Buena Park,0,1,0,0,2,1,0,70.75,154.85,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
8182-PNAGI,Pico Rivera,1,0,0,0,12,1,0,50.25,593.75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low Risk,New
7957-RYHQD,Bellflower,0,1,0,0,40,1,1,79.2,3233.85,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,Low Risk,Long term
2180-DXNEG,Harbor City,0,0,0,0,12,1,1,96.0,1062.1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,High Risk,New
5515-AKOAJ,Hawaiian Gardens,0,0,0,0,54,1,1,100.1,5440.9,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,High Risk,Long term
8976-OQHGT,Lomita,0,0,1,1,4,1,0,56.5,235.1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Medium Risk,New
6230-BSUXY,Paramount,0,1,0,0,1,1,1,85.0,85.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,High Risk,New
5294-CDGWY,Long Beach,1,0,1,0,51,0,0,59.3,3014.65,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,High Risk,Long term
5295-PCJOO,Long Beach,1,0,0,1,4,1,1,49.4,184.4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,High Risk,New
9863-JZAIC,Long Beach,1,0,0,0,35,1,0,55.0,2010.55,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Medium Risk,Long term
7660-HDPJV,Long Beach,0,0,0,0,1,1,1,69.2,69.2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
7931-PXHFC,Duarte,1,0,0,0,38,1,1,62.3,2354.8,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,Medium Risk,Long term
3990-QYKBE,La Canada Flintridge,1,1,1,0,37,1,1,92.5,3473.4,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,High Risk,Long term
4919-MOAVT,Pasadena,1,0,0,0,3,1,0,69.65,220.1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,High Risk,New
3090-HAWSU,Pasadena,1,0,0,0,61,1,1,111.6,6876.05,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,Low Risk,Long term
9820-RMCQV,San Marino,0,0,0,0,11,1,0,48.55,501.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Low Risk,New
7839-QRKXN,Glendale,0,0,0,0,1,1,1,20.2,20.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Medium Risk,New
5204-QZXPU,Glendale,1,0,0,0,19,0,1,39.65,733.35,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,High Risk,Medium
